"# Required | Enter a unique ID for the item, such as a SKU. If there are multiple instances of the same ID, these will be ignored. | Max characters: 100",# Required | The title of the item. | Max character limit: 100,# Required | A short description describing the item. | Max character limit: 5000,"# Required | The current availability of the item in your store. | Supported values: in stock, available for order, preorder, out of stock, discontinued","# Required | The current condition of the item in your store. | Supported values: new, refurbished, used",# Required | The cost and currency of the item. The price is a number followed by the currency code (ISO 4217 standards).,# Required | The URL of the website where you can buy the item. ,"# Required | The URL for the image used in your ad. For square (1:1) aspect ratios in the carousel ad format, your image should be 600x600. For single image ads, your image should be at least 1200x630 ","# Required | You can use unique manufacturer part number (MPN), Global Trade Item Number (GTIN), or brand name for your product. You only need to use one of these values for this column (not all of them). | Supported values for GTIN: UPC, EAN, JAN and ISBN | Max character limit: 70","# Optional | Additional image URLs for the item. You can include up to 10 image URLs. Use "","" to separate each URL. | Max character limit: 2000","# Optional | The age group for your item. | Supported values: newborn, infant, toddler, kids, adult",# Optional | The item color. | Max character limit: 100,"# Optional | The item's gender. | Supported values: male, female, unisex","# Optional | Items that are varients of a specific product. Provide the same item_group_id for all items that are varients. For example, a red Polo Shirt is a variant of Polo Shirt. Facebook maps this to the retailer_product_group_id once we get your feed. For dynamic ads, Facebook picks only one item out of the group based on the signal we receive from the pixel or app event.",# Optional | A preset value from Google's product taxonomy. For example: Apparel & Accessories > Clothing > Dresses | Max character limit: 250,"# Optional | The material the product is made from, such as cotton, denim or leather. | Max character limit: 200",# Optional | Pattern or graphic print on a product. | Max character limit: 100,# Optional | The category the product belongs in. For example: Home & Garden > Kitchen & Dining > Appliances > Refrigerators | Max character limit: 750,"# Optional | The discounted cose and currency code for the product if it's on sale. The sale price is a number followed by the currency code (ISO 4217 standards). Use ""."" as the decimal for the sale price. The sale price is required if you plan on using an overlay for discounted prices.","# Optional | The start and end date and time for your sale, written as: YYYY-MM-DDT0:00-23:59/YYYY-MM-DDT0:00-23:59.","# Optional | The type of shipping for the item, written as: COUNTRY:STATE:SHIPPING_TYPE:PRICE. Use "";"" to separate different regions. For example: US:CA:Ground:9.99 USD,US:NY:Air:15.99 USD","# Optional | The shipping weight of the item. | Supported values: lb, oz, g, kg",# Optional | The size of the item. For example: small or XL.,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100
id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,age_group,color,gender,item_group_id,google_product_category,material,pattern,product_type,sale_price,sale_price_effective_date,shipping,shipping_weight,size,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
30327999,Top Malha Branco,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,69.00 BRL,https://loja.evapore.com.br/top-malha-branco,https://cdn.awsli.com.br/245/245167/produto/30327997/64a0d6b76b.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327997/ce39733e12.jpg,adult,Branco,female,topmalhabrcjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Navegantes,,,,0.3 kg,M,,,,,
30327998,Top Malha Branco,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,69.00 BRL,https://loja.evapore.com.br/top-malha-branco,https://cdn.awsli.com.br/245/245167/produto/30327997/64a0d6b76b.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327997/ce39733e12.jpg,adult,Branco,female,topmalhabrcjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Navegantes,,,,0.3 kg,P,,,,,
30327988,Kimono Tule Goiaba ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,139.00 BRL,https://loja.evapore.com.br/kimono-tule-goiaba,https://cdn.awsli.com.br/245/245167/produto/30327988/1ee23d3318.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327988/1bf28e188d.jpg,adult,Goiaba,female,kimonotulegoiabajlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Kimonos ,,,,0.3 kg,vários,,,,,
30327942,Macacão Decote Estampado Vinho,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/dzdfyl1i2-macacao-decote-estampado-preto,https://cdn.awsli.com.br/245/245167/produto/30327939/1bd0c19d67.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327939/c5229256e8.jpg,adult,Vinho,female,macacaodecotestmpvnhjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,P,,,,,
30327941,Macacão Decote Estampado Vinho,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/dzdfyl1i2-macacao-decote-estampado-preto,https://cdn.awsli.com.br/245/245167/produto/30327939/1bd0c19d67.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327939/c5229256e8.jpg,adult,Vinho,female,macacaodecotestmpvnhjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,M,,,,,
30327940,Macacão Decote Estampado Vinho,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,279.00 BRL,https://loja.evapore.com.br/dzdfyl1i2-macacao-decote-estampado-preto,https://cdn.awsli.com.br/245/245167/produto/30327939/1bd0c19d67.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327939/c5229256e8.jpg,adult,Vinho,female,macacaodecotestmpvnhjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,G,,,,,
30327928,Macacão Decote Estampado Preto,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,279.00 BRL,https://loja.evapore.com.br/macacao-decote-estampado,https://cdn.awsli.com.br/245/245167/produto/30327911/11e59e3e47.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327911/0dcfddd3af.jpg,adult,Preto,female,macacaodecotestmpprtjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,G,,,,,
30327926,Macacão Decote Estampado Preto,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/macacao-decote-estampado,https://cdn.awsli.com.br/245/245167/produto/30327911/11e59e3e47.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327911/0dcfddd3af.jpg,adult,Preto,female,macacaodecotestmpprtjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,M,,,,,
30327921,Macacão Decote Estampado Preto,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/macacao-decote-estampado,https://cdn.awsli.com.br/245/245167/produto/30327911/11e59e3e47.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327911/0dcfddd3af.jpg,adult,Preto,female,macacaodecotestmpprtjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,P,,,,,
30327905,Calça Pantacourt Viscose ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,139.00 BRL,https://loja.evapore.com.br/calca-pantacourt-viscose,https://cdn.awsli.com.br/245/245167/produto/30327862/715039312d.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327862/2a86537315.jpg,adult,Viscose,female,calcapantacourtviscosejlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Calças,,,,0.3 kg,G,,,,,
30327891,Calça Pantacourt Viscose ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,139.00 BRL,https://loja.evapore.com.br/calca-pantacourt-viscose,https://cdn.awsli.com.br/245/245167/produto/30327862/715039312d.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327862/2a86537315.jpg,adult,Viscose,female,calcapantacourtviscosejlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Calças,,,,0.3 kg,M,,,,,
30327882,Calça Pantacourt Viscose ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,139.00 BRL,https://loja.evapore.com.br/calca-pantacourt-viscose,https://cdn.awsli.com.br/245/245167/produto/30327862/715039312d.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327862/2a86537315.jpg,adult,Viscose,female,calcapantacourtviscosejlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Calças,,,,0.3 kg,P,,,,,
30327828,Casaco Assimétrico Verde ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,169.00 BRL,https://loja.evapore.com.br/0g5fu7ct4-kimono-tecido-vermelho,https://cdn.awsli.com.br/245/245167/produto/30327825/db43e6d1d3.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327825/96bbe2a08a.jpg,adult,Verde,female,kimonotecidovrdjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Kimonos ,,,,0.3 kg,U,,,,,
30327798,Casaco Assimétrico Vermelho,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,169.00 BRL,https://loja.evapore.com.br/kimono-tecido-vermelho,https://cdn.awsli.com.br/245/245167/produto/30327789/1682566cd5.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327789/13a2972271.jpg,adult,Vermelho,female,kimonotecidovrmjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Kimonos ,,,,0.3 kg,P,,,,,
30327714,Calça Xadrez Cinza ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,199.00 BRL,https://loja.evapore.com.br/calca-xadrez-cinza,https://cdn.awsli.com.br/245/245167/produto/30327703/f9a5f9c113.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327703/5185837b0d.jpg,adult,Cinza,female,calcaxadrezcnzjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Calças,,,,0.3 kg,G,,,,,
30327708,Calça Xadrez Cinza ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,199.00 BRL,https://loja.evapore.com.br/calca-xadrez-cinza,https://cdn.awsli.com.br/245/245167/produto/30327703/f9a5f9c113.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327703/5185837b0d.jpg,adult,Cinza,female,calcaxadrezcnzjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Calças,,,,0.3 kg,M,,,,,
30327707,Calça Xadrez Cinza ,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,199.00 BRL,https://loja.evapore.com.br/calca-xadrez-cinza,https://cdn.awsli.com.br/245/245167/produto/30327703/f9a5f9c113.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327703/5185837b0d.jpg,adult,Cinza,female,calcaxadrezcnzjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Calças,,,,0.3 kg,P,,,,,
30327627,Macacão Xadrez Cinza,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,279.00 BRL,https://loja.evapore.com.br/13m64px23-macacao-xadrez-preto,https://cdn.awsli.com.br/245/245167/produto/30327624/2ead9a336e.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327624/74b957d902.jpg,adult,Cinza,female,macacaoxadrezcnzjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,G,,,,,
30327626,Macacão Xadrez Cinza,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/13m64px23-macacao-xadrez-preto,https://cdn.awsli.com.br/245/245167/produto/30327624/2ead9a336e.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327624/74b957d902.jpg,adult,Cinza,female,macacaoxadrezcnzjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,M,,,,,
30327625,Macacão Xadrez Cinza,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,279.00 BRL,https://loja.evapore.com.br/13m64px23-macacao-xadrez-preto,https://cdn.awsli.com.br/245/245167/produto/30327624/2ead9a336e.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327624/74b957d902.jpg,adult,Cinza,female,macacaoxadrezcnzjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,P,,,,,
30327570, Macacão Xadrez Preto,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,279.00 BRL,https://loja.evapore.com.br/j3h1rw8ge-macacao-xadrez-branco,https://cdn.awsli.com.br/245/245167/produto/30327567/450d2f2416.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327567/249e92d7dd.jpg,adult,Preto,female,macacaoxadrezprtjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,P,,,,,
30327569, Macacão Xadrez Preto,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/j3h1rw8ge-macacao-xadrez-branco,https://cdn.awsli.com.br/245/245167/produto/30327567/450d2f2416.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327567/249e92d7dd.jpg,adult,Preto,female,macacaoxadrezprtjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,M,,,,,
30327568, Macacão Xadrez Preto,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/j3h1rw8ge-macacao-xadrez-branco,https://cdn.awsli.com.br/245/245167/produto/30327567/450d2f2416.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327567/249e92d7dd.jpg,adult,Preto,female,macacaoxadrezprtjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,G,,,,,
30327547,Macacão Xadrez Branco,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,279.00 BRL,https://loja.evapore.com.br/macacao-xadrez-branco,https://cdn.awsli.com.br/245/245167/produto/30327530/332c6ba487.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327530/f60c5a6079.jpg,adult,Branco,female,macacaoxadrezbrcjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,G,,,,,
30327545,Macacão Xadrez Branco,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",in stock,new,279.00 BRL,https://loja.evapore.com.br/macacao-xadrez-branco,https://cdn.awsli.com.br/245/245167/produto/30327530/332c6ba487.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327530/f60c5a6079.jpg,adult,Branco,female,macacaoxadrezbrcjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,M,,,,,
30327534,Macacão Xadrez Branco,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,279.00 BRL,https://loja.evapore.com.br/macacao-xadrez-branco,https://cdn.awsli.com.br/245/245167/produto/30327530/332c6ba487.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327530/f60c5a6079.jpg,adult,Branco,female,macacaoxadrezbrcjlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Macacões,,,,0.3 kg,P,,,,,
30327495,Vestido Transpassado Azul Marinho,"A Evapore satisfaz tanto o comprador curioso e eclético como também o mais exigente e requintado. Brincando com estilos, épocas e gêneros, a Evapore constrói seu imaginário colorido e criativo.",out of stock,new,269.00 BRL,https://loja.evapore.com.br/bcfkvqf6m-vestido-transpassado-vinho,https://cdn.awsli.com.br/245/245167/produto/30327492/8e97e01d5b.jpg,Evapore,https://cdn.awsli.com.br/245/245167/produto/30327492/d8386ef639.jpg,adult,Marinho,female,vestidotranspassadoazljlh18,Apparel & Accessories > Clothing ,,,Vestuário e Acessórios > Feminino > Roupas > Navegantes,,,,0.3 kg,G,,,,,
