Day	Ad Name	Delivery Status	Delivery Level	Campaign Name	Ad Set Name	Reach	Impressions	Clicks (All)	Unique Link Clicks	Amount Spent (BRL)	CPC (All)	Reporting Starts	Reporting Ends
5/18/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	111	112	3		0.82	0.27333333	5/18/2019	5/18/2019
5/17/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	79	79	1	1	0.75	0.75	5/17/2019	5/17/2019
5/16/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	107	107	1		0.61	0.61	5/16/2019	5/16/2019
5/15/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	83	85	2		0.72	0.36	5/15/2019	5/15/2019
5/14/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	84	84	3	1	0.56	0.18666667	5/14/2019	5/14/2019
5/13/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	96	97	3	1	0.89	0.29666667	5/13/2019	5/13/2019
6/5/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	129	131	2	2	0.93	0.465	6/5/2019	6/5/2019
6/7/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	92	92	3	2	0.63	0.21	6/7/2019	6/7/2019
6/9/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	292	293	18	15	0.99	0.055	6/9/2019	6/9/2019
5/27/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	221	226	35	24	0.94	0.02685714	5/27/2019	5/27/2019
5/18/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	186	194	11	8	1	0.09090909	5/18/2019	5/18/2019
5/28/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	216	220	14	8	0.91	0.065	5/28/2019	5/28/2019
5/21/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	158	161	28	16	0.79	0.02821429	5/21/2019	5/21/2019
6/1/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	221	227	16	9	0.96	0.06	6/1/2019	6/1/2019
5/16/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	133	140	12	8	1.01	0.08416667	5/16/2019	5/16/2019
5/15/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	187	195	8	6	0.94	0.1175	5/15/2019	5/15/2019
5/12/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	172	179	10	5	1.03	0.103	5/12/2019	5/12/2019
5/24/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	166	170	7	5	0.79	0.11285714	5/24/2019	5/24/2019
5/22/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	162	163	22	13	0.89	0.04045455	5/22/2019	5/22/2019
6/7/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	231	238	23	11	0.97	0.04217391	6/7/2019	6/7/2019
5/23/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	168	175	20	10	0.91	0.0455	5/23/2019	5/23/2019
6/15/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1286	1323	74	39	5.72	0.0772973	6/15/2019	6/15/2019
5/29/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	196	203	19	12	0.93	0.04894737	5/29/2019	5/29/2019
5/26/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	192	193	17	10	0.84	0.04941176	5/26/2019	5/26/2019
6/5/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	246	250	17	11	0.99	0.05823529	6/5/2019	6/5/2019
5/14/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	132	145	14	7	1.05	0.075	5/14/2019	5/14/2019
5/20/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	182	184	11	8	1.02	0.09272727	5/20/2019	5/20/2019
6/8/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	98	99	5	3	0.79	0.158	6/8/2019	6/8/2019
6/16/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	123	125	6	2	1.17	0.195	6/16/2019	6/16/2019
6/9/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	106	108	7	3	0.87	0.12428571	6/9/2019	6/9/2019
6/10/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	122	122	8	3	0.79	0.09875	6/10/2019	6/10/2019
6/11/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	127	128	7	2	0.84	0.12	6/11/2019	6/11/2019
6/12/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	126	130	2	1	0.73	0.365	6/12/2019	6/12/2019
6/13/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	129	131	3	2	0.89	0.29666667	6/13/2019	6/13/2019
6/14/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	152	152	5	1	0.83	0.166	6/14/2019	6/14/2019
6/15/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	139	141	0		0.83		6/15/2019	6/15/2019
6/17/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	75	75	3	1	0.42	0.14	6/17/2019	6/17/2019
5/11/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	113	118	8	5	0.87	0.10875	5/11/2019	5/11/2019
5/7/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	44	44	0		0.16		5/7/2019	5/7/2019
5/8/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	121	123	2	2	1.02	0.51	5/8/2019	5/8/2019
5/9/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	101	103	4	4	1.03	0.2575	5/9/2019	5/9/2019
5/19/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	168	171	21	12	0.99	0.04714286	5/19/2019	5/19/2019
2/16/2019	[remo] (fail) Seguidores (Facebook) | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Facebook)	250	303	15	5	1.6	0.10666667	2/16/2019	2/16/2019
5/10/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	100	104	18	9	1.1	0.06111111	5/10/2019	5/10/2019
5/17/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	182	192	15	7	1	0.06666667	5/17/2019	5/17/2019
6/3/2019	[remo] Lookalike Instagram | Conheça o site	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	263	268	23	13	0.96	0.04173913	6/3/2019	6/3/2019
6/8/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	2	2	0		0.01		6/8/2019	6/8/2019
6/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	35	40	2	1	0.06	0.03	6/13/2019	6/13/2019
6/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	47	50	1		0.07	0.07	6/11/2019	6/11/2019
6/8/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	3	0		0.02		6/8/2019	6/8/2019
5/24/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	15	15	1	1	0.15	0.15	5/24/2019	5/24/2019
6/4/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	7	7	1	1	0.01	0.01	6/4/2019	6/4/2019
5/31/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	2	2	0		0.01		5/31/2019	5/31/2019
5/23/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	3	0		0.03		5/23/2019	5/23/2019
6/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	5	7	0		0.01		6/17/2019	6/17/2019
6/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	50	65	1	1	0.08	0.08	6/15/2019	6/15/2019
6/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	26	36	0	1	0.05		6/16/2019	6/16/2019
6/14/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	55	77	1	1	0.14	0.14	6/14/2019	6/14/2019
6/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	98	117	4	2	0.22	0.055	6/12/2019	6/12/2019
6/2/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	3	0		0.01		6/2/2019	6/2/2019
6/7/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	5	5	0		0.01		6/7/2019	6/7/2019
5/21/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	27	28	3	2	0.21	0.07	5/21/2019	5/21/2019
6/3/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	4	5	0		0.04		6/3/2019	6/3/2019
5/26/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	6	6	0		0.03		5/26/2019	5/26/2019
5/27/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	10	10	2	1	0.03	0.015	5/27/2019	5/27/2019
5/22/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	3	0		0.01		5/22/2019	5/22/2019
6/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 2	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	160	161	8	4	1.01	0.12625	6/11/2019	6/11/2019
6/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 2	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	62	62	0		0.42		6/16/2019	6/16/2019
6/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 2	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	20	20	0		0.08		6/17/2019	6/17/2019
6/5/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	2	2	0		0.01		6/5/2019	6/5/2019
5/25/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	15	15	0		0.12		5/25/2019	5/25/2019
6/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 2	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	408	408	5	2	2.4	0.48	6/12/2019	6/12/2019
6/16/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	63	77	4	3	0.35	0.0875	6/16/2019	6/16/2019
6/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	79	79	0		0.68		6/16/2019	6/16/2019
6/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	101	103	0		0.81		6/15/2019	6/15/2019
6/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	9	9	1	1	0.04	0.04	6/17/2019	6/17/2019
6/14/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	102	102	0		0.73		6/14/2019	6/14/2019
6/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	251	253	0		1.64		6/11/2019	6/11/2019
6/10/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	48	48	2	1	0.3	0.15	6/10/2019	6/10/2019
6/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	40	41	0		0.28		6/12/2019	6/12/2019
6/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	8	8	0		0.04		6/13/2019	6/13/2019
6/6/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	5	5	1	1	0.02	0.02	6/6/2019	6/6/2019
6/12/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	48	55	2	2	0.17	0.085	6/12/2019	6/12/2019
5/30/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1	1	0		0.01		5/30/2019	5/30/2019
6/11/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	8	8	0		0.02		6/11/2019	6/11/2019
6/17/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	21	22	2	1	0.08	0.04	6/17/2019	6/17/2019
6/14/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	11	14	0		0.03		6/14/2019	6/14/2019
6/13/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	15	15	0		0.13		6/13/2019	6/13/2019
6/15/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	18	23	1	1	0.1	0.1	6/15/2019	6/15/2019
5/29/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	4	4	0		0.04		5/29/2019	5/29/2019
5/28/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	6	7	0		0.07		5/28/2019	5/28/2019
6/10/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	3	0		0.04		6/10/2019	6/10/2019
6/9/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	4	4	0		0.02		6/9/2019	6/9/2019
6/1/2019	[remo] Lookalike Instagram | Conheça o site 201905-1	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	6	6	0		0.01		6/1/2019	6/1/2019
6/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 2	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	42	42	0		0.28		6/15/2019	6/15/2019
5/28/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	67	68	3	2	0.65	0.21666667	5/28/2019	5/28/2019
6/10/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 2	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	51	51	2		0.17	0.085	6/10/2019	6/10/2019
6/7/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1	1	1	1	0.01	0.01	6/7/2019	6/7/2019
5/24/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	5	5	0		0.05		5/24/2019	5/24/2019
5/22/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	11	13	0		0.12		5/22/2019	5/22/2019
5/26/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	17	17	0		0.13		5/26/2019	5/26/2019
5/27/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	4	0		0.04		5/27/2019	5/27/2019
5/28/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1	1	0		0.01		5/28/2019	5/28/2019
6/6/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1	1	0		0.02		6/6/2019	6/6/2019
6/2/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	3	0		0.01		6/2/2019	6/2/2019
6/3/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	3	3	0		0.03		6/3/2019	6/3/2019
6/17/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	858	905	89	53	4.99	0.05606742	6/17/2019	6/17/2019
5/30/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	2	2	0		0.03		5/30/2019	5/30/2019
5/25/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	14	14	1		0.1	0.1	5/25/2019	5/25/2019
6/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	46	47	0		0.29		6/13/2019	6/13/2019
6/4/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1	1	0		0		6/4/2019	6/4/2019
6/9/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1	1	0		0.01		6/9/2019	6/9/2019
6/11/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	2	2	0		0.01		6/11/2019	6/11/2019
6/16/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	776	830	77	39	4.53	0.05883117	6/16/2019	6/16/2019
6/12/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	13	13	0		0.09		6/12/2019	6/12/2019
6/15/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	645	685	61	34	3.72	0.06098361	6/15/2019	6/15/2019
6/10/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	2	3	0		0.03		6/10/2019	6/10/2019
6/14/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	241	257	19	15	1.56	0.08210526	6/14/2019	6/14/2019
6/13/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	21	27	3	3	0.13	0.04333333	6/13/2019	6/13/2019
5/29/2019	[remo] Melissa (brechó | BR | 25<>34) | Flox High	inactive	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	53	53	1	1	0.63	0.63	5/29/2019	5/29/2019
6/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 2	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	111	111	0		0.53		6/13/2019	6/13/2019
5/23/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	6	6	0		0.04		5/23/2019	5/23/2019
6/1/2019	[remo] Lookalike Instagram | Conheça o site 201905-2	inactive	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	2	2	2	1	0.01	0.005	6/1/2019	6/1/2019
6/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4	inactive	ad	[remo] Traffic	[remo] Traffic | Seguidores (Instagram)	62	62	0		0.51		6/12/2019	6/12/2019
