"Reporting Starts","Reporting Ends","Campaign Name","Campaign Delivery","Ad Set Budget","Ad Set Budget Type",Results,"Result Indicator",Reach,Impressions,"Cost per Results","Amount Spent (BRL)",Ends,Frequency,"Unique Link Clicks","Website Purchases Conversion Value","Link Clicks","Website Purchases","Landing Page Views","Cost per Landing Page View (BRL)","Post Engagement","Page Engagement","3-Second Video Views","Video Percentage Watched","Video Average Watch Time","Clicks (All)"
2019-03-14,2019-03-14,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-14,2019-03-14,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-14,2019-03-14,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-14,2019-03-14,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-14,2019-03-14,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-14,2019-03-14,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-13,2019-03-13,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo] Reach",active,"Using ad set budget",0,647,reach,647,653,2.1329211746522,1.38,Contínuo,1.0092735703246,1,,1,,,,40,40,39,17.58,00:00:02,2
2019-03-12,2019-03-12,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-12,2019-03-12,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo] Reach",active,"Using ad set budget",0,4519,reach,4519,4612,2.1907501659659,9.9,Contínuo,1.0205797742863,2,,2,,,,210,210,208,12.14,00:00:01,12
2019-03-11,2019-03-11,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-11,2019-03-11,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo] Reach",active,"Using ad set budget",0,4559,reach,4559,4654,2.2132046501426,10.09,Contínuo,1.0208379030489,6,,6,,,,217,217,209,12.77,00:00:01,18
2019-03-10,2019-03-10,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-10,2019-03-10,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo] Reach",active,"Using ad set budget",0,4526,reach,4526,4590,2.1961997348652,9.94,Contínuo,1.0141405214317,4,,4,,,,216,216,209,16.02,00:00:01,13
2019-03-09,2019-03-09,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-09,2019-03-09,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-08,2019-03-08,"[remo] Post Engagement",completed,"Using ad set budget",0,245,actions:post_engagement,529,544,0.010326530612245,2.53,2019-03-08,1.0283553875236,,,,,,,245,245,245,195.31,00:00:05,14
2019-03-08,2019-03-08,"[remo] Reach",active,"Using ad set budget",0,4630,reach,4630,4715,2.2181425485961,10.27,Contínuo,1.0183585313175,5,,5,,,,190,190,184,11.09,00:00:01,20
2019-03-08,2019-03-08,"[remo] Messages",not_delivering,"Using ad set budget",0,1,actions:onsite_conversion.messaging_conversation_started_7d,204,208,1.38,1.38,2019-03-08,1.0196078431373,2,,2,,,,2,2,,0,00:00:00,3
2019-03-08,2019-03-08,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-08,2019-03-08,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-08,2019-03-08,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-08,2019-03-08,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-08,2019-03-08,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-08,2019-03-08,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-08,2019-03-08,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-07,2019-03-07,"[remo] Post Engagement",completed,"Using ad set budget",0,524,actions:post_engagement,1212,1327,0.011812977099237,6.19,2019-03-08,1.0948844884488,,,,,,,524,524,522,173.37,00:00:04,34
2019-03-07,2019-03-07,"[remo] Reach",active,"Using ad set budget",0,4892,reach,4892,4981,1.9971381847915,9.77,Contínuo,1.0181929681112,3,,3,,,,232,232,229,13.46,00:00:01,13
2019-03-07,2019-03-07,"[remo] Messages",not_delivering,"Using ad set budget",0,1,actions:onsite_conversion.messaging_conversation_started_7d,958,1124,7.22,7.22,2019-03-08,1.1732776617954,7,,7,,,,7,7,,0,00:00:00,22
2019-03-07,2019-03-07,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-07,2019-03-07,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-07,2019-03-07,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-07,2019-03-07,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-07,2019-03-07,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-07,2019-03-07,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-07,2019-03-07,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-06,2019-03-06,"[remo] Post Engagement",completed,"Using ad set budget",0,661,actions:post_engagement,1346,1472,0.009304084720121,6.15,2019-03-08,1.0936106983655,,,,,,,661,661,656,185.33,00:00:04,30
2019-03-06,2019-03-06,"[remo] Reach",active,"Using ad set budget",0,5450,reach,5450,5534,1.8348623853211,10,Contínuo,1.0154128440367,6,,6,,1,10,299,299,292,13.29,00:00:01,20
2019-03-06,2019-03-06,"[remo] Messages",not_delivering,"Using ad set budget",0,1,actions:onsite_conversion.messaging_conversation_started_7d,867,1020,7.54,7.54,2019-03-08,1.1764705882353,4,,4,,,,8,8,,0,00:00:00,15
2019-03-06,2019-03-06,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-06,2019-03-06,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-06,2019-03-06,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-06,2019-03-06,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-06,2019-03-06,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-06,2019-03-06,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-06,2019-03-06,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-05,2019-03-05,"[remo] Post Engagement",completed,"Using ad set budget",0,633,actions:post_engagement,1224,1350,0.0094470774091627,5.98,2019-03-08,1.1029411764706,,,,,,,633,633,631,191.68,00:00:04,36
2019-03-05,2019-03-05,"[remo] Reach",active,"Using ad set budget",0,5224,reach,5224,5360,1.8970137825421,9.91,Contínuo,1.0260336906585,5,,5,,,,293,293,288,13.43,00:00:01,23
2019-03-05,2019-03-05,"[remo] Messages",not_delivering,"Using ad set budget",0,,,947,1131,,7.33,2019-03-08,1.194297782471,5,,5,,,,5,5,,0,00:00:00,16
2019-03-05,2019-03-05,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-05,2019-03-05,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-05,2019-03-05,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-05,2019-03-05,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-05,2019-03-05,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-05,2019-03-05,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-05,2019-03-05,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-04,2019-03-04,"[remo] Post Engagement",completed,"Using ad set budget",0,630,actions:post_engagement,1203,1350,0.0099206349206349,6.25,2019-03-08,1.1221945137157,,,,,,,630,630,624,184.26,00:00:04,34
2019-03-04,2019-03-04,"[remo] Reach",active,"Using ad set budget",0,5229,reach,5229,5330,1.9200611971696,10.04,Contínuo,1.0193153566648,1,,1,,1,10.04,266,266,265,12.39,00:00:01,10
2019-03-04,2019-03-04,"[remo] Messages",not_delivering,"Using ad set budget",0,2,actions:onsite_conversion.messaging_conversation_started_7d,884,1013,3.82,7.64,2019-03-08,1.14592760181,7,,7,,,,8,8,,0,00:00:00,12
2019-03-04,2019-03-04,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-04,2019-03-04,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-04,2019-03-04,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-04,2019-03-04,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-04,2019-03-04,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-04,2019-03-04,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-04,2019-03-04,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-03,2019-03-03,"[remo] Post Engagement",completed,"Using ad set budget",0,556,actions:post_engagement,1071,1177,0.011061151079137,6.15,2019-03-08,1.0989729225023,,,,,,,556,556,552,195.31,00:00:05,35
2019-03-03,2019-03-03,"[remo] Reach",active,"Using ad set budget",0,4719,reach,4719,4796,2.1339266793812,10.07,Contínuo,1.016317016317,5,,5,,,,246,246,239,12,00:00:01,18
2019-03-03,2019-03-03,"[remo] Messages",not_delivering,"Using ad set budget",0,,,867,1002,,7.05,2019-03-08,1.1557093425606,4,,4,,,,8,8,,0,00:00:00,8
2019-03-03,2019-03-03,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-03,2019-03-03,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-03,2019-03-03,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-03,2019-03-03,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-03,2019-03-03,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-03,2019-03-03,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-03,2019-03-03,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-02,2019-03-02,"[remo] Post Engagement",completed,"Using ad set budget",0,504,actions:post_engagement,947,993,0.013988095238095,7.05,2019-03-08,1.0485744456177,,,,,,,504,504,503,205.04,00:00:05,27
2019-03-02,2019-03-02,"[remo] Reach",active,"Using ad set budget",0,4468,reach,4468,4531,2.262757385855,10.11,Contínuo,1.0141002685765,,,,,,,248,248,244,12.29,00:00:01,11
2019-03-02,2019-03-02,"[remo] Messages",not_delivering,"Using ad set budget",0,2,actions:onsite_conversion.messaging_conversation_started_7d,162,163,0.92,1.84,2019-03-08,1.0061728395062,1,,1,,,,4,4,,0,00:00:00,6
2019-03-02,2019-03-02,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-02,2019-03-02,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-02,2019-03-02,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-02,2019-03-02,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-02,2019-03-02,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-02,2019-03-02,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-02,2019-03-02,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo] Reach",active,"Using ad set budget",0,4310,reach,4310,4348,2.3665893271462,10.2,Contínuo,1.0088167053364,2,,2,,,,219,219,216,12.79,00:00:01,7
2019-03-01,2019-03-01,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-03-01,2019-03-01,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo] Reach",active,"Using ad set budget",0,3675,reach,3675,3734,2.7646258503401,10.16,Contínuo,1.0160544217687,1,,1,,,,173,173,172,12.37,00:00:01,9
2019-02-28,2019-02-28,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-28,2019-02-28,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo] Reach",active,"Using ad set budget",0,3699,reach,3699,3767,2.6872127602055,9.94,Contínuo,1.0183833468505,,,,,,,177,177,176,12.06,00:00:01,11
2019-02-27,2019-02-27,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-27,2019-02-27,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo] Reach",active,"Using ad set budget",0,4032,reach,4032,4080,2.4404761904762,9.84,Contínuo,1.0119047619048,1,,1,,,,172,172,169,12.58,00:00:01,6
2019-02-26,2019-02-26,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-26,2019-02-26,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-25,2019-02-25,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-25,2019-02-25,"[remo] Reach",active,"Using ad set budget",0,4202,reach,4202,4248,2.313184198001,9.72,Contínuo,1.0109471680152,4,,4,,,,215,215,209,12.75,00:00:01,12
2019-02-25,2019-02-25,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
